#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ANKRD26	SMC4	9541.XP_005564890.1	9541.XP_005546302.1	0	0	0	0	0	0.052	0	0.898	0.899
ANKRD26	PLK4	9541.XP_005564890.1	9541.XP_005555946.1	0	0	0	0	0	0.092	0.128	0.333	0.425
ANKRD26	SMC1A	9541.XP_005564890.1	9541.XP_005593702.1	0	0	0	0	0.061	0.052	0	0.713	0.722
ANKRD26	SMC3	9541.XP_005564890.1	9541.XP_005566468.1	0	0	0	0	0.082	0.052	0	0.766	0.779
ANKRD26	SMC1B	9541.XP_005564890.1	9541.XP_005567069.1	0	0	0	0	0.062	0.052	0	0.875	0.879
ANKRD26	SMC2	9541.XP_005564890.1	9541.XP_005581210.1	0	0	0	0	0	0.052	0	0.964	0.964
ASPM	NUF2	9541.XP_005540367.1	9541.XP_005539887.1	0	0	0	0	0.720	0	0	0.299	0.795
ASPM	CDK17	9541.XP_005540367.1	9541.XP_005571975.1	0	0	0	0	0.276	0.048	0	0.235	0.426
ASPM	MSH6	9541.XP_005540367.1	9541.XP_005575994.1	0	0	0	0	0.466	0	0	0.054	0.473
ASPM	CDK2	9541.XP_005540367.1	9541.XP_005571205.1	0	0	0	0	0.276	0.048	0	0.301	0.476
ASPM	NIPBL	9541.XP_005540367.1	9541.XP_005556789.1	0	0	0	0	0.058	0	0	0.485	0.494
ASPM	CHTF18	9541.XP_005540367.1	9541.XP_005590877.1	0	0	0	0	0.389	0	0	0.237	0.513
ASPM	ESCO1	9541.XP_005540367.1	9541.XP_005587116.1	0	0	0	0	0.498	0	0	0.086	0.521
ASPM	WRN	9541.XP_005540367.1	9541.XP_005563073.1	0	0	0	0	0.519	0	0	0.058	0.527
ASPM	POLA2	9541.XP_005540367.1	9541.XP_005577355.1	0	0	0	0	0.598	0	0	0	0.598
ASPM	MCMDC2	9541.XP_005540367.1	9541.XP_005563516.1	0	0	0	0	0.601	0	0	0.068	0.612
ASPM	MCM8	9541.XP_005540367.1	9541.XP_005568447.1	0	0	0	0	0.601	0	0	0.068	0.612
ASPM	PCNA	9541.XP_005540367.1	9541.XP_005568461.1	0	0	0	0	0.642	0	0	0	0.642
ASPM	MCM9	9541.XP_005540367.1	9541.XP_005551740.1	0	0	0	0	0.642	0	0	0.044	0.643
ASPM	LIG1	9541.XP_005540367.1	9541.XP_005589781.1	0	0	0	0	0.645	0	0	0	0.645
ASPM	MCM3	9541.XP_005540367.1	9541.XP_005552813.1	0	0	0	0	0.666	0	0	0.042	0.666
ASPM	PLK5	9541.XP_005540367.1	9541.XP_005588682.1	0	0	0	0	0.578	0.218	0	0.085	0.671
ASPM	MCM2	9541.XP_005540367.1	9541.XP_005571855.1	0	0	0	0	0.667	0	0	0.083	0.681
ASPM	POLA1	9541.XP_005540367.1	9541.XP_005593254.1	0	0	0	0	0.684	0	0	0	0.684
ASPM	CDC45	9541.XP_005540367.1	9541.XP_005568036.1	0	0	0	0	0.677	0	0	0.081	0.690
ASPM	MCM5	9541.XP_005540367.1	9541.XP_005567519.1	0	0	0	0	0.691	0	0	0	0.691
ASPM	MCM7	9541.XP_005540367.1	9541.XP_005549212.1	0	0	0	0	0.658	0	0	0.149	0.696
ASPM	XP_005549078.1	9541.XP_005540367.1	9541.XP_005549078.1	0	0	0	0	0.621	0.138	0	0.145	0.696
ASPM	KIF19	9541.XP_005540367.1	9541.XP_005584894.1	0	0	0	0	0.621	0.138	0	0.145	0.696
ASPM	MCM4	9541.XP_005540367.1	9541.XP_005563340.1	0	0	0	0	0.679	0	0	0.121	0.705
ASPM	ESCO2	9541.XP_005540367.1	9541.XP_005562980.1	0	0	0	0	0.675	0	0	0.135	0.706
ASPM	CDC6	9541.XP_005540367.1	9541.XP_005584144.1	0	0	0	0	0.694	0	0	0.084	0.707
ASPM	AURKC	9541.XP_005540367.1	9541.XP_005590555.1	0	0	0	0	0.645	0.073	0	0.185	0.708
ASPM	MCM6	9541.XP_005540367.1	9541.XP_005573099.1	0	0	0	0	0.663	0	0	0.185	0.713
ASPM	ZWILCH	9541.XP_005540367.1	9541.XP_005559924.1	0	0	0	0	0.669	0	0	0.176	0.715
ASPM	TRIP13	9541.XP_005540367.1	9541.XP_005556595.1	0	0	0	0	0.676	0.054	0	0.166	0.722
ASPM	CCNA1	9541.XP_005540367.1	9541.XP_005585703.1	0	0	0	0	0.697	0	0	0.147	0.730
ASPM	TOP2B	9541.XP_005540367.1	9541.XP_005545688.1	0	0	0	0	0.667	0	0	0.238	0.735
ASPM	CCNB3	9541.XP_005540367.1	9541.XP_005593641.1	0	0	0	0	0.724	0	0	0.104	0.742
ASPM	PLK3	9541.XP_005540367.1	9541.XP_005543618.1	0	0	0	0	0.655	0.218	0	0.146	0.749
ASPM	XP_005595939.1	9541.XP_005540367.1	9541.XP_005595939.1	0	0	0	0	0.711	0	0	0.176	0.751
ASPM	NCAPD3	9541.XP_005540367.1	9541.XP_005580259.1	0	0	0	0	0.721	0	0	0.175	0.759
ASPM	MAD2L1	9541.XP_005540367.1	9541.XP_005555868.1	0	0	0	0	0.677	0.124	0	0.229	0.762
ASPM	XP_005549994.1	9541.XP_005540367.1	9541.XP_005549994.1	0	0	0	0	0.677	0.124	0	0.229	0.762
ASPM	PLK2	9541.XP_005540367.1	9541.XP_005557003.1	0	0	0	0	0.668	0.218	0	0.186	0.770
ASPM	SMC2	9541.XP_005540367.1	9541.XP_005581210.1	0	0	0	0	0.723	0.155	0	0.110	0.773
ASPM	NDC80	9541.XP_005540367.1	9541.XP_005587142.1	0	0	0	0	0.765	0	0	0.074	0.773
ASPM	CDK1	9541.XP_005540367.1	9541.XP_005565839.1	0	0	0	0	0.717	0.048	0	0.235	0.775
ASPM	XP_005557913.1	9541.XP_005540367.1	9541.XP_005557913.1	0	0	0	0	0.717	0.048	0	0.235	0.775
ASPM	KIF18B	9541.XP_005540367.1	9541.XP_005584522.1	0	0	0	0	0.707	0.138	0	0.181	0.775
ASPM	CCNB1	9541.XP_005540367.1	9541.XP_005558919.1	0	0	0	0	0.711	0	0	0.295	0.787
ASPM	ESPL1	9541.XP_005540367.1	9541.XP_005571050.1	0	0	0	0	0.733	0.154	0	0.237	0.812
ASPM	PRC1	9541.XP_005540367.1	9541.XP_005560582.1	0	0	0	0	0.765	0	0	0.238	0.813
ASPM	ECT2	9541.XP_005540367.1	9541.XP_005546456.1	0	0	0	0	0.753	0.115	0	0.242	0.819
ASPM	KIF4B	9541.XP_005540367.1	9541.XP_005558430.1	0	0	0	0	0.695	0.138	0	0.386	0.824
ASPM	KIF4A	9541.XP_005540367.1	9541.XP_005593920.1	0	0	0	0	0.695	0.138	0	0.386	0.824
ASPM	CCNB2	9541.XP_005540367.1	9541.XP_005559729.1	0	0	0	0	0.758	0	0	0.328	0.830
ASPM	NCAPG2	9541.XP_005540367.1	9541.XP_005551342.1	0	0	0	0	0.664	0.542	0	0.060	0.842
ASPM	FBXO5	9541.XP_005540367.1	9541.XP_005552222.1	0	0	0	0	0.667	0.541	0	0.070	0.845
ASPM	AURKB	9541.XP_005540367.1	9541.XP_005582896.1	0	0	0	0	0.764	0.084	0	0.365	0.850
ASPM	NCAPG	9541.XP_005540367.1	9541.XP_005554603.1	0	0	0	0	0.767	0	0	0.385	0.850
ASPM	CCNA2	9541.XP_005540367.1	9541.XP_005555896.1	0	0	0	0	0.767	0	0	0.395	0.853
ASPM	PLK1	9541.XP_005540367.1	9541.XP_005575426.1	0	0	0	0	0.761	0.218	0	0.283	0.854
ASPM	AURKA	9541.XP_005540367.1	9541.XP_005569450.1	0	0	0	0	0.713	0.115	0	0.473	0.854
ASPM	CDC20	9541.XP_005540367.1	9541.XP_005543737.1	0	0	0	0	0.767	0.219	0	0.300	0.861
ASPM	TOP2A	9541.XP_005540367.1	9541.XP_005584155.1	0	0	0	0	0.767	0	0	0.434	0.862
ASPM	XP_005559295.1	9541.XP_005540367.1	9541.XP_005559295.1	0	0	0	0	0.767	0	0	0.438	0.863
ASPM	BUB1B	9541.XP_005540367.1	9541.XP_005559212.1	0	0	0	0	0.762	0.219	0	0.332	0.864
ASPM	CENPE	9541.XP_005540367.1	9541.XP_005555637.1	0	0	0	0	0.768	0.142	0	0.386	0.867
ASPM	SMC4	9541.XP_005540367.1	9541.XP_005546302.1	0	0	0	0	0.725	0.542	0	0.125	0.880
ASPM	NCAPH	9541.XP_005540367.1	9541.XP_005575043.1	0	0	0	0	0.718	0.542	0	0.146	0.880
ASPM	BUB1	9541.XP_005540367.1	9541.XP_005575307.1	0	0	0	0	0.767	0.304	0	0.337	0.883
ASPM	NCAPD2	9541.XP_005540367.1	9541.XP_005569965.1	0	0	0	0	0.723	0.536	0	0.207	0.889
ASPM	KIF20A	9541.XP_005540367.1	9541.XP_005557943.1	0	0	0	0	0.760	0.270	0	0.438	0.892
ASPM	KIF11	9541.XP_005540367.1	9541.XP_005566011.1	0	0	0	0	0.767	0.138	0	0.528	0.896
ASPM	KIF15	9541.XP_005540367.1	9541.XP_005546914.1	0	0	0	0	0.760	0.138	0	0.540	0.896
ASPM	PLK4	9541.XP_005540367.1	9541.XP_005555946.1	0	0	0	0	0.671	0.542	0	0.373	0.897
ASPM	MKI67	9541.XP_005540367.1	9541.XP_005566801.1	0	0	0	0	0.762	0.542	0	0.287	0.915
ASPM	KIF23	9541.XP_005540367.1	9541.XP_005559975.1	0	0	0	0	0.758	0.582	0	0.416	0.935
AURKA	NUF2	9541.XP_005569450.1	9541.XP_005539887.1	0	0	0	0	0.670	0.115	0	0.559	0.859
AURKA	ASPM	9541.XP_005569450.1	9541.XP_005540367.1	0	0	0	0	0.713	0.115	0	0.473	0.854
AURKA	CDK18	9541.XP_005569450.1	9541.XP_005540653.1	0	0	0.378	0.648	0.306	0.129	0.142	0.235	0.541
AURKA	PLK3	9541.XP_005569450.1	9541.XP_005543618.1	0	0	0	0.739	0.576	0.595	0.374	0.387	0.894
AURKA	CDC20	9541.XP_005569450.1	9541.XP_005543737.1	0	0	0	0	0.768	0.214	0.669	0.747	0.982
AURKA	TOP2B	9541.XP_005569450.1	9541.XP_005545688.1	0	0	0	0	0.613	0.128	0	0.332	0.754
AURKA	SMC4	9541.XP_005569450.1	9541.XP_005546302.1	0	0	0	0	0.658	0.116	0.505	0.411	0.900
AURKA	ECT2	9541.XP_005569450.1	9541.XP_005546456.1	0	0	0	0	0.724	0.182	0	0.301	0.828
AURKA	KIF15	9541.XP_005569450.1	9541.XP_005546914.1	0	0	0	0	0.660	0.157	0.634	0.545	0.945
AURKA	XP_005549078.1	9541.XP_005569450.1	9541.XP_005549078.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
AURKA	MCM7	9541.XP_005569450.1	9541.XP_005549212.1	0	0	0	0	0.665	0	0	0.386	0.785
AURKA	XP_005549994.1	9541.XP_005569450.1	9541.XP_005549994.1	0	0	0	0	0.675	0.116	0	0.332	0.791
AURKA	CDK14	9541.XP_005569450.1	9541.XP_005550323.1	0	0	0.335	0.631	0.306	0.129	0.142	0.235	0.537
AURKA	NCAPG2	9541.XP_005569450.1	9541.XP_005551342.1	0	0	0	0	0.677	0	0	0.169	0.720
AURKA	MCM9	9541.XP_005569450.1	9541.XP_005551740.1	0	0	0	0	0.515	0	0	0.110	0.549
AURKA	FBXO5	9541.XP_005569450.1	9541.XP_005552222.1	0	0	0	0	0.756	0	0	0.301	0.822
AURKA	MCM3	9541.XP_005569450.1	9541.XP_005552813.1	0	0	0	0	0.661	0	0	0.176	0.708
AURKA	HIST1H2BM	9541.XP_005569450.1	9541.XP_005554278.1	0	0	0	0	0.126	0.472	0.180	0.318	0.707
AURKA	NCAPG	9541.XP_005569450.1	9541.XP_005554603.1	0	0	0	0	0.736	0.091	0.505	0.333	0.910
AURKA	CENPE	9541.XP_005569450.1	9541.XP_005555637.1	0	0	0	0	0.735	0.157	0.263	0.526	0.911
AURKA	MAD2L1	9541.XP_005569450.1	9541.XP_005555868.1	0	0	0	0	0.675	0.116	0	0.332	0.791
AURKA	CCNA2	9541.XP_005569450.1	9541.XP_005555896.1	0	0	0	0	0.765	0.117	0	0.528	0.893
AURKA	PLK4	9541.XP_005569450.1	9541.XP_005555946.1	0	0	0	0.807	0.676	0.513	0.374	0.600	0.904
AURKA	TRIP13	9541.XP_005569450.1	9541.XP_005556595.1	0	0	0	0	0.715	0.084	0	0.114	0.748
AURKA	PLK2	9541.XP_005569450.1	9541.XP_005557003.1	0	0	0	0.745	0.659	0.595	0.454	0.438	0.926
AURKA	XP_005557913.1	9541.XP_005569450.1	9541.XP_005557913.1	0	0	0.447	0.733	0.710	0.129	0.374	0.541	0.868
AURKA	KIF20A	9541.XP_005569450.1	9541.XP_005557943.1	0	0	0	0	0.764	0.357	0.505	0.482	0.955
AURKA	KIF4B	9541.XP_005569450.1	9541.XP_005558430.1	0	0	0	0	0.696	0.157	0.263	0.414	0.874
AURKA	CCNB1	9541.XP_005569450.1	9541.XP_005558919.1	0	0	0	0	0.701	0.182	0	0.572	0.886
AURKA	BUB1B	9541.XP_005569450.1	9541.XP_005559212.1	0	0	0	0	0.712	0.131	0.385	0.590	0.928
AURKA	XP_005559295.1	9541.XP_005569450.1	9541.XP_005559295.1	0	0	0	0	0.764	0	0	0.301	0.827
AURKA	CCNB2	9541.XP_005569450.1	9541.XP_005559729.1	0	0	0	0	0.768	0.182	0	0.520	0.901
AURKA	ZWILCH	9541.XP_005569450.1	9541.XP_005559924.1	0	0	0	0	0.599	0	0	0.238	0.681
AURKA	KIF23	9541.XP_005569450.1	9541.XP_005559975.1	0	0	0	0	0.749	0.218	0.505	0.540	0.949
AURKA	PRC1	9541.XP_005569450.1	9541.XP_005560582.1	0	0	0	0	0.759	0.158	0	0.433	0.874
AURKA	ESCO2	9541.XP_005569450.1	9541.XP_005562980.1	0	0	0	0	0.649	0.078	0	0.143	0.698
AURKA	WRN	9541.XP_005569450.1	9541.XP_005563073.1	0	0	0	0	0.162	0.493	0	0.091	0.580
AURKA	MCM4	9541.XP_005569450.1	9541.XP_005563340.1	0	0	0	0	0.665	0	0	0.277	0.747
AURKA	MCMDC2	9541.XP_005569450.1	9541.XP_005563516.1	0	0	0	0	0.613	0	0	0.050	0.616
AURKA	CDK1	9541.XP_005569450.1	9541.XP_005565839.1	0	0	0.455	0.755	0.710	0.129	0.374	0.673	0.871
AURKA	KIF11	9541.XP_005569450.1	9541.XP_005566011.1	0	0	0	0	0.763	0.468	0.263	0.670	0.965
AURKA	SMC3	9541.XP_005569450.1	9541.XP_005566468.1	0	0	0	0	0.128	0.101	0.194	0.413	0.579
AURKA	MKI67	9541.XP_005569450.1	9541.XP_005566801.1	0	0	0	0	0.676	0.084	0	0.468	0.828
AURKA	MCM5	9541.XP_005569450.1	9541.XP_005567519.1	0	0	0	0	0.693	0	0	0.300	0.775
AURKA	CDC45	9541.XP_005569450.1	9541.XP_005568036.1	0	0	0	0	0.693	0	0	0.236	0.755
AURKA	MCM8	9541.XP_005569450.1	9541.XP_005568447.1	0	0	0	0	0.613	0	0	0.050	0.616
AURKA	PCNA	9541.XP_005569450.1	9541.XP_005568461.1	0	0	0	0	0.675	0	0	0	0.675
AURKA	ESCO1	9541.XP_005569450.1	9541.XP_005587116.1	0	0	0	0	0.465	0.078	0	0.076	0.504
AURKA	CDK17	9541.XP_005569450.1	9541.XP_005571975.1	0	0	0.357	0.647	0.306	0.129	0.142	0.235	0.537
AURKA	CDK15	9541.XP_005569450.1	9541.XP_005573997.1	0	0	0.395	0.633	0.306	0.129	0.142	0.235	0.548
AURKA	CDK2	9541.XP_005569450.1	9541.XP_005571205.1	0	0	0.454	0.698	0.306	0.129	0.142	0.434	0.570
AURKA	POLA1	9541.XP_005569450.1	9541.XP_005593254.1	0	0	0	0	0.592	0	0	0.061	0.600
AURKA	LIG1	9541.XP_005569450.1	9541.XP_005589781.1	0	0	0	0	0.572	0.116	0	0	0.605
AURKA	KIF19	9541.XP_005569450.1	9541.XP_005584894.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
AURKA	POLA2	9541.XP_005569450.1	9541.XP_005577355.1	0	0	0	0	0.644	0	0	0.121	0.673
AURKA	AURKC	9541.XP_005569450.1	9541.XP_005590555.1	0	0	0.480	0.939	0.058	0.357	0.505	0.746	0.697
AURKA	CHTF18	9541.XP_005569450.1	9541.XP_005590877.1	0	0	0	0	0.573	0.200	0	0.203	0.703
AURKA	CCNA1	9541.XP_005569450.1	9541.XP_005585703.1	0	0	0	0	0.658	0.117	0	0.198	0.736
AURKA	MCM6	9541.XP_005569450.1	9541.XP_005573099.1	0	0	0	0	0.676	0	0	0.236	0.741
AURKA	MCM2	9541.XP_005569450.1	9541.XP_005571855.1	0	0	0	0	0.675	0	0	0.237	0.741
AURKA	NCAPD3	9541.XP_005569450.1	9541.XP_005580259.1	0	0	0	0	0.572	0	0	0.434	0.747
AURKA	CCNB3	9541.XP_005569450.1	9541.XP_005593641.1	0	0	0	0	0.685	0.147	0	0.235	0.776
AURKA	CDC6	9541.XP_005569450.1	9541.XP_005584144.1	0	0	0	0	0.662	0.169	0	0.376	0.809
AURKA	KIF18B	9541.XP_005569450.1	9541.XP_005584522.1	0	0	0	0	0.657	0.157	0.263	0.235	0.815
AURKA	ESPL1	9541.XP_005569450.1	9541.XP_005571050.1	0	0	0	0	0.649	0	0	0.520	0.824
AURKA	PLK5	9541.XP_005569450.1	9541.XP_005588682.1	0	0	0	0.733	0.466	0.513	0.374	0.333	0.837
AURKA	XP_005595939.1	9541.XP_005569450.1	9541.XP_005595939.1	0	0	0	0	0.701	0.182	0	0.414	0.844
AURKA	TOP2A	9541.XP_005569450.1	9541.XP_005584155.1	0	0	0	0	0.757	0.128	0	0.438	0.870
AURKA	KIF4A	9541.XP_005569450.1	9541.XP_005593920.1	0	0	0	0	0.696	0.157	0.263	0.414	0.874
AURKA	SMC2	9541.XP_005569450.1	9541.XP_005581210.1	0	0	0	0	0.658	0.115	0.505	0.300	0.881
AURKA	NCAPD2	9541.XP_005569450.1	9541.XP_005569965.1	0	0	0	0	0.672	0.098	0.505	0.301	0.883
AURKA	AURKB	9541.XP_005569450.1	9541.XP_005582896.1	0	0	0.480	0.958	0.756	0.123	0.662	0.888	0.925
AURKA	BUB1	9541.XP_005569450.1	9541.XP_005575307.1	0	0	0	0	0.762	0.131	0.505	0.657	0.960
AURKA	NCAPH	9541.XP_005569450.1	9541.XP_005575043.1	0	0	0	0	0.717	0.596	0.505	0.456	0.965
AURKA	NDC80	9541.XP_005569450.1	9541.XP_005587142.1	0	0	0	0	0.751	0.495	0.505	0.550	0.968
AURKA	PLK1	9541.XP_005569450.1	9541.XP_005575426.1	0	0	0	0.747	0.763	0.595	0.621	0.788	0.968
AURKB	NUF2	9541.XP_005582896.1	9541.XP_005539887.1	0	0	0	0	0.719	0.115	0	0.541	0.875
AURKB	ASPM	9541.XP_005582896.1	9541.XP_005540367.1	0	0	0	0	0.764	0.084	0	0.365	0.850
AURKB	CDK18	9541.XP_005582896.1	9541.XP_005540653.1	0	0	0.390	0.696	0.306	0.129	0.142	0.235	0.529
AURKB	PLK3	9541.XP_005582896.1	9541.XP_005543618.1	0	0	0	0.786	0.576	0.595	0.374	0.333	0.890
AURKB	CDC20	9541.XP_005582896.1	9541.XP_005543737.1	0	0	0	0	0.767	0.208	0.599	0.804	0.983
AURKB	TOP2B	9541.XP_005582896.1	9541.XP_005545688.1	0	0	0	0	0.613	0.128	0	0.332	0.754
AURKB	SMC4	9541.XP_005582896.1	9541.XP_005546302.1	0	0	0	0	0.709	0.116	0.621	0.411	0.934
AURKB	ECT2	9541.XP_005582896.1	9541.XP_005546456.1	0	0	0	0	0.708	0.182	0	0.333	0.826
AURKB	KIF15	9541.XP_005582896.1	9541.XP_005546914.1	0	0	0	0	0.740	0.157	0.505	0.577	0.947
AURKB	XP_005549078.1	9541.XP_005582896.1	9541.XP_005549078.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
AURKB	MCM7	9541.XP_005582896.1	9541.XP_005549212.1	0	0	0	0	0.675	0	0	0.276	0.754
AURKB	XP_005549994.1	9541.XP_005582896.1	9541.XP_005549994.1	0	0	0	0	0.684	0.116	0	0.332	0.797
AURKB	CDK14	9541.XP_005582896.1	9541.XP_005550323.1	0	0	0.341	0.654	0.306	0.129	0.142	0.235	0.532
AURKB	NCAPG2	9541.XP_005582896.1	9541.XP_005551342.1	0	0	0	0	0.663	0	0	0.107	0.686
AURKB	MCM9	9541.XP_005582896.1	9541.XP_005551740.1	0	0	0	0	0.515	0	0	0.110	0.549
AURKB	FBXO5	9541.XP_005582896.1	9541.XP_005552222.1	0	0	0	0	0.720	0	0	0.237	0.777
AURKB	MCM3	9541.XP_005582896.1	9541.XP_005552813.1	0	0	0	0	0.697	0	0	0.203	0.748
AURKB	HIST1H2BM	9541.XP_005582896.1	9541.XP_005554278.1	0	0	0	0	0.126	0.472	0.180	0.318	0.707
AURKB	NCAPG	9541.XP_005582896.1	9541.XP_005554603.1	0	0	0	0	0.765	0.091	0.621	0.290	0.934
AURKB	PDS5A	9541.XP_005582896.1	9541.XP_005554770.1	0	0	0	0	0.088	0	0	0.415	0.443
AURKB	CENPE	9541.XP_005582896.1	9541.XP_005555637.1	0	0	0	0	0.757	0.157	0.263	0.655	0.940
AURKB	MAD2L1	9541.XP_005582896.1	9541.XP_005555868.1	0	0	0	0	0.684	0.116	0	0.332	0.797
AURKB	CCNA2	9541.XP_005582896.1	9541.XP_005555896.1	0	0	0	0	0.767	0.117	0	0.566	0.903
AURKB	PLK4	9541.XP_005582896.1	9541.XP_005555946.1	0	0	0	0.833	0.674	0.513	0.374	0.477	0.900
AURKB	TRIP13	9541.XP_005582896.1	9541.XP_005556595.1	0	0	0	0	0.703	0.115	0	0.178	0.765
AURKB	PLK2	9541.XP_005582896.1	9541.XP_005557003.1	0	0	0	0.784	0.659	0.595	0.454	0.438	0.925
AURKB	XP_005557913.1	9541.XP_005582896.1	9541.XP_005557913.1	0	0	0.449	0.709	0.713	0.129	0.300	0.540	0.858
AURKB	KIF20A	9541.XP_005582896.1	9541.XP_005557943.1	0	0	0	0	0.763	0.518	0.621	0.686	0.984
AURKB	KIF4B	9541.XP_005582896.1	9541.XP_005558430.1	0	0	0	0	0.676	0.157	0.263	0.416	0.866
AURKB	CCNB1	9541.XP_005582896.1	9541.XP_005558919.1	0	0	0	0	0.706	0.182	0	0.539	0.879
AURKB	BUB1B	9541.XP_005582896.1	9541.XP_005559212.1	0	0	0	0	0.759	0.131	0.385	0.748	0.963
AURKB	XP_005559295.1	9541.XP_005582896.1	9541.XP_005559295.1	0	0	0	0	0.762	0	0	0.345	0.837
AURKB	CCNB2	9541.XP_005582896.1	9541.XP_005559729.1	0	0	0	0	0.765	0.182	0	0.567	0.909
AURKB	ZWILCH	9541.XP_005582896.1	9541.XP_005559924.1	0	0	0	0	0.669	0	0	0.332	0.769
AURKB	KIF23	9541.XP_005582896.1	9541.XP_005559975.1	0	0	0	0	0.724	0.218	0.621	0.610	0.963
AURKB	PRC1	9541.XP_005582896.1	9541.XP_005560582.1	0	0	0	0	0.751	0.158	0	0.433	0.870
AURKB	ESCO2	9541.XP_005582896.1	9541.XP_005562980.1	0	0	0	0	0.758	0.078	0	0.378	0.849
AURKB	WRN	9541.XP_005582896.1	9541.XP_005563073.1	0	0	0	0	0.162	0.493	0	0.091	0.580
AURKB	MCM4	9541.XP_005582896.1	9541.XP_005563340.1	0	0	0	0	0.672	0	0	0.186	0.721
AURKB	MCMDC2	9541.XP_005582896.1	9541.XP_005563516.1	0	0	0	0	0.613	0	0	0.050	0.616
AURKB	RAD21	9541.XP_005582896.1	9541.XP_005564020.1	0	0	0	0	0.088	0.083	0	0.437	0.488
AURKB	WAPL	9541.XP_005582896.1	9541.XP_005565313.1	0	0	0	0	0.064	0.068	0	0.438	0.466
AURKB	CDK1	9541.XP_005582896.1	9541.XP_005565839.1	0	0	0.457	0.731	0.713	0.129	0.300	0.657	0.861
AURKB	KIF11	9541.XP_005582896.1	9541.XP_005566011.1	0	0	0	0	0.766	0.468	0.263	0.613	0.959
AURKB	SMC3	9541.XP_005582896.1	9541.XP_005566468.1	0	0	0	0	0.128	0.101	0.194	0.413	0.579
AURKB	MKI67	9541.XP_005582896.1	9541.XP_005566801.1	0	0	0	0	0.710	0.115	0	0.431	0.841
AURKB	MCM5	9541.XP_005582896.1	9541.XP_005567519.1	0	0	0	0	0.718	0	0	0.235	0.775
AURKB	CDC45	9541.XP_005582896.1	9541.XP_005568036.1	0	0	0	0	0.683	0	0	0.236	0.747
AURKB	MCM8	9541.XP_005582896.1	9541.XP_005568447.1	0	0	0	0	0.613	0	0	0.061	0.621
AURKB	PCNA	9541.XP_005582896.1	9541.XP_005568461.1	0	0	0	0	0.675	0	0	0.041	0.675
AURKB	AURKA	9541.XP_005582896.1	9541.XP_005569450.1	0	0	0.480	0.958	0.756	0.123	0.662	0.888	0.925
AURKB	NCAPD2	9541.XP_005582896.1	9541.XP_005569965.1	0	0	0	0	0.706	0.098	0.621	0.532	0.946
AURKB	ESPL1	9541.XP_005582896.1	9541.XP_005571050.1	0	0	0	0	0.755	0	0	0.520	0.877
AURKB	CDK2	9541.XP_005582896.1	9541.XP_005571205.1	0	0	0.455	0.676	0.636	0.129	0.142	0.412	0.777
AURKB	MCM2	9541.XP_005582896.1	9541.XP_005571855.1	0	0	0	0	0.714	0	0	0.237	0.772
AURKB	CDK17	9541.XP_005582896.1	9541.XP_005571975.1	0	0	0.373	0.678	0.306	0.129	0.142	0.235	0.531
AURKB	MCM6	9541.XP_005582896.1	9541.XP_005573099.1	0	0	0	0	0.676	0	0	0.176	0.721
AURKB	CDK15	9541.XP_005582896.1	9541.XP_005573997.1	0	0	0.399	0.656	0.306	0.129	0.142	0.235	0.542
AURKB	NCAPH	9541.XP_005582896.1	9541.XP_005575043.1	0	0	0	0	0.719	0.596	0.621	0.382	0.969
AURKB	BUB1	9541.XP_005582896.1	9541.XP_005575307.1	0	0	0	0	0.759	0.131	0.621	0.784	0.980
AURKB	PLK1	9541.XP_005582896.1	9541.XP_005575426.1	0	0	0	0.758	0.765	0.595	0.599	0.781	0.966
AURKB	POLA2	9541.XP_005582896.1	9541.XP_005577355.1	0	0	0	0	0.644	0	0	0.123	0.674
AURKB	NCAPD3	9541.XP_005582896.1	9541.XP_005580259.1	0	0	0	0	0.657	0	0	0.434	0.797
AURKB	SMC2	9541.XP_005582896.1	9541.XP_005581210.1	0	0	0	0	0.660	0.101	0.621	0.300	0.908
AURKB	POLD1	9541.XP_005582896.1	9541.XP_005590063.1	0	0	0	0	0.396	0	0	0.078	0.419
AURKB	ESCO1	9541.XP_005582896.1	9541.XP_005587116.1	0	0	0	0	0.465	0.078	0	0.138	0.537
AURKB	LIG1	9541.XP_005582896.1	9541.XP_005589781.1	0	0	0	0	0.573	0.116	0	0	0.606
AURKB	POLA1	9541.XP_005582896.1	9541.XP_005593254.1	0	0	0	0	0.592	0	0	0.075	0.606
AURKB	KIF19	9541.XP_005582896.1	9541.XP_005584894.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
AURKB	CHTF18	9541.XP_005582896.1	9541.XP_005590877.1	0	0	0	0	0.572	0.200	0	0.178	0.693
AURKB	CCNA1	9541.XP_005582896.1	9541.XP_005585703.1	0	0	0	0	0.658	0.117	0	0.192	0.734
AURKB	CCNB3	9541.XP_005582896.1	9541.XP_005593641.1	0	0	0	0	0.685	0.147	0	0.202	0.766
AURKB	AURKC	9541.XP_005582896.1	9541.XP_005590555.1	0	0	0.480	0.970	0	0.516	0.621	0.865	0.816
